大致;dàzhì;more or less, roughly, approximately
堵塞;dǔsè;block, stop
圆满;yuánmǎn;satisfactory
货币;huòbì;currency, money
表态;biǎotài;make known one's position, declare where one stands
维生素;wéishēngsù;vitamin
沐浴;mùyù;take a bath, revel, immerse
树立;shùlì;set up, establish
反馈;fǎnkuì;feedback, send information back
便条;biàntiáo;informal note
主导;zhǔdǎo;leading, dominant, guiding
不得已;bùdéyǐ;act against one's will, have no alternative
协商;xiéshāng;consult with, talk things over
冷却;lěngquè;cooling, cool off
管辖;guǎnxiá;administer, have jurisdiction (over)
皱纹;zhòuwén;wrinkle, furrow
大臣;dàchén;chancellor
间接;jiànjiē;indirect
起伏;qǐfú;ups and downs, with a wavy motion
笼罩;lǒngzhào;envelop, to shroud, be masked by
派遣;pàiqiǎn;send (on a mission), dispatch
扩张;kuòzhāng;expansion, extension
山脉;shānmài;mountain range
偏僻;piānpì;remote and isolated, far from the city
调节;tiáojié;adjust, regulate, reconcile
话筒;huàtǒng;microphone, transmitter, megaphone
攒;zǎn, cuán;save, hoard | collect together, assemble
撇;piě, piē;left-curving stroke (丿), throw, fling | cast away/aside, to neglect, abandon
掰;bāi;break with both hands
持久;chíjiǔ;duration, enduring, lasting, persistent
崇高;chónggāo;lofty, sublime
坚固;jiāngù;firm, strong, sturdy
务必;wùbì;must, need to, be sure to
共鸣;gòngmíng;physical resonance, sympathetic response to something
债券;zhàiquàn;bond
众所周知;zhòng suǒ zhōu zhī;as everyone knows, (saying) as is known to everyone
预兆;yùzhào;omen, sign
重心;zhòngxīn;center of gravity, central core, main part
调动;diàodòng;to transfer, to maneuver (troops, etc.)
称号;chēnghào;title, term of address
方圆;fāngyuán;circumference, neighborhood, vicinity
慎重;shènzhòng;cautious, careful, prudent
微不足道;wēi bù zú dào;negligible, insignificant, not worth mentioning
埋怨;mányuàn;complain, blame, connotes sb or sth is to blame
选拔;xuǎnbá;select the best, choose
追究;zhuījiū;investigate, look into, find out
筹备;chóubèi;make preparations, get ready for something
国防;guófáng;national defense
配偶;pèi'ǒu;mate, consort, spouse
行列;hángliè;procession, ranks, queue
联想;liánxiǎng;to associate (cognitively), to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs, abbr. for 联想集团 Lenovo Group (PRC computer firm)
示威;shìwēi;hold a protest demonstration
漂浮;piāofú;superficial, float, hover, drift
抵制;dǐzhì;resistance, refusal (to cooperate), boycott
巷;xiàng, hàng;lane, alley | channel, tunnel
前景;qiánjǐng;outlook, future (prospects), foreground
闪烁;shǎnshuò;to twinkle, to flicker, glimmer
计较;jìjiào;focus excessively on, haggle, bicker, argue
敏捷;mǐnjié;nimble, agile, shrewd
恨不得;hèn bu de;cannot bear not, be dying to
废除;fèichú;abolish, annul, abrogate
寂静;jìjìng;quiet
四肢;sìzhī;arms and legs, the four limbs of the body
器材;qìcái;equipment, material
嗅觉;xiùjué;sense of smell, scent
制裁;zhìcái;punish, (economic) sanctions
盛;chéng, shèng;contain, to ladle, to fill | flourishing, grand, abundant
丰盛;fēngshèng;sumptuous, lavish
过滤;guòlǜ;to filter, filter
渺小;miǎoxiǎo;tiny, minute, negligible
腐蚀;fǔshí;erode, corrode, corrupt, rusty
胡乱;húluàn;carelessly, recklessly, casually
特长;tècháng;strong point, specialty
振奋;zhènfèn;stir oneself up, raise one's spirits, inspire
加工;jiā gōng;to process, processing, machining
分泌;fēnmì;secrete
高峰;gāofēng;peak, summit, apex
相应;xiāngyìng;correspond, relevant
瘸;qué;lame
流露;liúlù;express, reveal (one's thoughts or feelings)
启程;qǐchéng;set out on a journey
倾斜;qīngxié;incline, lean, to slant, to slope, to tilt
借助;jièzhù;get help from
遗失;yíshī;lose, lose due to carelessness
混淆;hùnxiáo;obscure, confuse, mix up, blur, mislead, confusing
气概;qìgài;mettle, spirit, gumption
机动;jīdòng;motorized, mobile, flexible
承办;chéngbàn;undertake, accept an assignment
冤枉;yuānwang;to wrong, injustice, not worthwhile
倒闭;dǎobì;go bankrupt, close down
事迹;shìjì;achievement, deed
逼迫;bīpò;to force, compel, coerce
礼节;lǐjié;etiquette, proprieties, festival
富裕;fùyù;rich, to prosper, wealthy
书籍;shūjí;books, works
之际;zhījì;during, at the time of, the time when something happens
表决;biǎojué;decide by vote, vote
皮革;pígé;leather
枯燥;kūzào;dry and dull, uninteresting
惦记;diànjì;to remember with concern, to be concerned about, to think about, to keep thinking about, to worry about
平原;píngyuán;field, plain, flatlands
和蔼;hé'ǎi;kindly, good-tempered, amiable
记性;jìxing;memory
衰老;shuāilǎo;grow old, age, deteriorate
正规;zhèngguī;formal, regular, according to standards
品种;pǐnzhǒng;breed, variety
公告;gōnggào;post, announcement
转达;zhuǎndá;pass on, convey, communicate
粉末;fěnmò;fine powder, dust
掀起;xiānqǐ;lift, raise in height
平面;píngmiàn;a plane (i.e. flat surface), type, category
嚷;rāng, rǎng;blurt out, shout
贬低;biǎndī;to belittle, depreciate, disparage
空洞;kōngdòng;empty, hollow, vacuous, devoid of content
种植;zhòngzhí;plant, grow, crop
猛烈;měngliè;fierce, violent
爱戴;àidài;love and respect
支柱;zhīzhù;pillar, prop, mainstay, backbone
探讨;tàntǎo;inquire into, explore
心态;xīntài;pyschology, mentality, spirit
关怀;guānhuái;care, solicitude, show care for, concerned about, attentive to
辫子;biànzi;plait, braid, pigtail
胸膛;xiōngtáng;chest (body part)
胡须;húxū;beard, moustache, whiskers
国务院;guówùyuàn;State Council (PRC), State Department (USA)
繁忙;fánmáng;busy, bustling
民间;mínjiān;among the people, popular, folk
无动于衷;wúdòngyúzhōng;aloof, indifferent, unconcerned, untouched
宽敞;kuānchang;spacious, commodious
商标;shāngbiāo;trademark, logo
受罪;shòuzuì;endure hardships, have a hard time
体谅;tǐliàng;empathize, express sympathy, allow (for something)
风味;fēngwèi;local flavor, local style
过渡;guòdù;to cross a river by ferry, transition, interim
见解;jiànjiě;view, opinion, understanding
熨;yùn;iron, press
濒临;bīnlín;on the verge of
根源;gēnyuán;origin, root, source
定期;dìngqī;regularly, at regular intervals
凑合;còuhe;bring together, make do in a bad situation, improvise
健全;jiànquán;Perfect, sound, to perfect/strengthen/amplify
中立;zhōnglì;neutral, neutrality
谅解;liàngjiě;understanding, make an allowance for, forgive
自主;zìzhǔ;independent, to act for oneself, autonomous
急切;jíqiè;eager, impatient, imperative
开展;kāizhǎn;begin to develop, to launch
台风;táifēng;typhoon
畅销;chàngxiāo;best seller, chart-topping, very marketable
犹如;yóurú;just as, similar to, appearing to be
款式;kuǎnshì;pattern, design, style
断定;duàndìng;conclude, determine, figure out
徒弟;túdì;disciple
大肆;dàsì;wantonly, without any constraint
不时;bùshí;frequently, often, at any time
肖像;xiàoxiàng;portrait
照耀;zhàoyào;to shine, illuminate
储蓄;chǔxù;to save, to deposit
修建;xiūjiàn;to build, to construct, renovate
盘旋;pánxuán;spiral, coil, circle, go around
橙;chéng;orange (color), orange (fruit, tree)
懒惰;lǎnduò;lazy, idle
平庸;píngyōng;mediocre
小心翼翼;xiǎoxīn yìyì;carefully, cautiously, with great care
可口;kěkǒu;tasty, taste good
默默;mòmò;in silence, not speaking
题材;tícái;subject matter
糟蹋;zāotà;waste, ruin, wreck, spoil, slander
生锈;shēngxiù;to rust
文物;wénwù;cultural relic, historical relic
弹性;tánxìng;flexibility, elasticity
个体;gètǐ;individual
陶醉;táozuì;be intoxicated (with power, success, etc.)
赠送;zèngsòng;give as a present
海滨;hǎibīn;shore, seaside
庄稼;zhuāngjia;farm crops
就职;jiù zhí;take office, assume a post
叼;diāo;hold sth. in the mouth
凡是;fánshì;every, any, all, without exception
轮廓;lúnkuò;outline, silhouette
演变;yǎnbiàn;develop, evolve
委员;wěiyuán;committee member, committee, council
二氧化碳;èryǎnghuàtàn;carbon dioxide, CO2
规范;guīfàn;standard (design or model), norm, without variation, to specify
烘;hōng;to dry or warm by the fire, to bake, to heat by fire, to set off by contrast
灵敏;língmǐn;sensitive (of an instrument), agile, acute
晋升;jìnshēng;promote to a higher position
分明;fēnmíng;clear, distinct, evidently, clearly
钩子;gōuzi;hook
气压;qìyā;atmospheric pressure, barometric pressure
恰巧;qiàqiǎo;happen by chance, coincidence
境界;jìngjiè;boundary, state, realm, level
口头;kǒutóu;oral, verbal
创立;chuànglì;to found, establish
不禁;bùjīn;cannot help, can't refrain from
驻扎;zhùzhā;to station, to garrison (troops)
情理;qínglǐ;reason, sense
庄严;zhuāngyán;stately, dignified
剧烈;jùliè;acute, violent, severe
任性;rènxìng;willful, headstrong
严峻;yánjùn;grim, severe, rigorous, harsh
辛勤;xīnqín;hardworking, diligent, industrious
蹬;dēng, dèng;press down with the foot, step back or into something | step, stirrup, stairs
气势;qìshì;imposing manner, look of great force or imposing manner
呼吁;hūyù;call on (someone to do something), appeal
含糊;hánhu;unclear, vague, unsure
君子;jūnzǐ;gentleman, man of noble character
反面;fǎnmiàn;the reverse side of sth., opposite side of a topic
卓越;zhuóyuè;distinction, excellence, splendid
充当;chōngdāng;serve as, play the part of
不愧;búkuì;be worthy of, deserve to be called, prove oneself to be
领悟;lǐngwù;comprehend, grasp, fathom
过瘾;guòyǐn;satisfy a craving, get a kick out of sth, do to one's heart's content
资本;zīběn;(Economics) capital, asset
筛选;shāixuǎn;to filter, to sift
潇洒;xiāosǎ;free and easy
搁;gē, gé;to place, put aside | to bear, endure
当代;dāngdài;present day, contemporary
坚硬;jiānyìng;hard, solid
周期;zhōuqī;period, cycle, rhythm
公然;gōngrán;(do something) openly, undisguised
齐心协力;qíxīnxiélì;make concerted efforts
高超;gāochāo;excellent, superb
高涨;gāozhǎng;upsurge, (tensions, etc.) run high
顽强;wánqiáng;tenacious, hard to defeat
逢;féng;to meet, come upon
资深;zīshēn;experienced, senior
论坛;lùntán;forum
素质;sùzhì;inner quality, basic essence, character quality
文凭;wénpíng;diploma
寄托;jìtuō;entrust somebody someone's care, consign, commit
实质;shízhì;substance, essence, gist
安详;ānxiáng;serene, composed
丙;bǐng;bright, fire (3rd Heavenly Stem)
上任;shàng rèn;take office
鉴别;jiànbié;differentiate, distinguish
郑重;zhèngzhòng;serious, solemn
通用;tōngyòng;in common use, interchangeable, General Motors
谜语;míyǔ;riddle, conundrum
蔑视;mièshì;despise, loathe, disparage, scorn
拥护;yōnghù;to support, endorse
名额;míng'é;particular number of people, quota
仓促;cāngcù;hurried
钙;gài;calcium
采购;cǎigòu;make purchases for an organization, go shopping
采纳;cǎinà;accept, adopt (idea, plan, proposal)
著作;zhùzuò;work, book, writing
片断;piànduàn;part, passage, extract, fragment, snatch
桥梁;qiáoliáng;bridge
搅拌;jiǎobàn;stir, mix up
丑恶;chǒu'è;ugly, repulsive, odiousness
践踏;jiàntà;trample
被动;bèidòng;passive
甭;béng;need not, (contraction of 不 and 用)
柔和;róuhé;gentle, soft, mild
机智;jīzhì;tact, quick-witted, resourceful
寻觅;xúnmì;to seek, to look for
密度;mìdù;density, thickness, consistency
人道;réndào;humanitarianism, humane
领会;lǐnghuì;understand, comprehend, grasp
走漏;zǒulòu;leak (information, liquid, etc), divulge, reveal
花瓣;huābàn;petal
推论;tuīlùn;infer, a deduction, a corollary
恰到好处;qià dào hǎo chù;just right, it's just perfect
大意;dàyì;main idea, general idea, gist
飞跃;fēiyuè;to leap
颠簸;diānbǒ;shake, to jolt, bump
阵地;zhèndì;position, battlefront
配备;pèibèi;provide, outfit with, deploy
调料;tiáoliào;seasoning, flavoring
精华;jīnghuá;elite, best feature, most important part of an object, essence, quintessence
支出;zhīchū;spend, pay out, expense
开阔;kāikuò;wide, open (spaces)
座右铭;zuòyòumíng;motto
外行;wàiháng;layman, amateur, nonprofessional
土壤;tǔrǎng;soil, earth
留神;liú shén;(idiom) take care to ..., be careful of ...
生态;shēngtài;way of life, ecology
理睬;lǐcǎi;heed, pay attention to (usually used in the negative)
标本;biāoběn;specimen, sample, the root cause and symptoms of a disease
分量;fènliàng;weight, heft, amount
凝视;níngshì;gaze, stare
信誉;xìnyù;reputation, prestige, trust
黄昏;huánghūn;dusk, evening, nightfall
请教;qǐngjiào;consult, seek advice
私自;sīzì;private, secretly, without permission
泄气;xièqì;despair, feel like giving up/disappointing, pathetic
挥霍;huīhuò;squander money without restraint, squander
形态;xíngtài;shape, form, pattern
对策;duìcè;countermeasure for dealing with a situation
哨;shào;a whistle, sentry post
遭殃;zāo yāng;to suffer a calamity, go through a disaster
遗留;yíliú;legacy, leave over, hand down
还原;huányuán;restore to the original state, (Chemistry) reduce
薄弱;bóruò;weak, frail
精密;jīngmì;accuracy, exact, precise, refined
牢固;láogù;firm, secure, solid
杂技;zájì;acrobatics
全局;quánjú;overall situation
神仙;shénxiān;fig. lighthearted person, Daoist immortal, supernatural entity, (in modern fiction) fairy, elf, leprechaun, etc., supernatural being, celestial being, immortal, a person who has the power of clairvoyance or who is free from worldly cares
瓦解;wǎjiě;collapse, disintegrate, crumble
晾;liàng;dry in the air/sun, (colloquial) snub or ignore
显著;xiǎnzhù;notable, marked, outstanding, remarkable
提拔;tíbá;promote to a higher job, elevate
得力;délì;able, competent
削弱;xuēruò;weaken, to cripple
元宵节;Yuánxiāo Jié;the Lantern Festival
以致;yǐzhì;so that, as a result
人为;rénwéi;artificial, man-made
一度;yídù;for a time, at one time, one time, once
请柬;qǐngjiǎn;invitation card, written invitation
裁员;cáiyuán;cut staff, lay off employees
结晶;jiéjīng;a crystal, to crystallize
烟花爆竹;yānhuābàozhú;fireworks and crackers
波浪;bōlàng;wave
数额;shù'é;amount, sum of money, fixed number
悔恨;huǐhèn;remorse, repentance
尖锐;jiānruì;sharp, intense, penetrating
垂直;chuízhí;perpendicular, vertical
告辞;gàocí;take leave, bid farewell
可观;kěguān;considerable, impressive
齐全;qíquán;complete
陶瓷;táocí;ceramics, pottery and porcelain
诚挚;chéngzhì;sincere, cordial, earnest
胆怯;dǎnqiè;timid, coward
未免;wèimiǎn;(of something that one finds has gone too far), rather a bit too
指南针;zhǐnánzhēn;compass
巢穴;cháoxué;lair, nest, den, hideout
局部;júbù;part, local
公式;gōngshì;formula
雕刻;diāokè;carve, engrave, sculpt
阶层;jiēcéng;hierarchy
规章;guīzhāng;regulations, rule
腐朽;fǔxiǔ;rotten, decayed, decadent, degenerate
来历;láilì;history, antecedents, origin
搓;cuō;rub or roll between the hands or fingers, to twist
悬念;xuánniàn;reader's involvement, suspense in a movie, place etc
寺庙;sìmiào;temple, monastery
公认;gōngrèn;publicly know (to be), recognize, generally acknowledged
阻挠;zǔnáo;thwart, to obstruct (something), stand in the way
间隔;jiàngé;interval, intermission, gap, be separated
补贴;bǔtiē;subsidy, allowance
源泉;yuánquán;headspring, fountainhead, water source
总而言之;zǒngéryánzhī;in short, in a word
告诫;gàojiè;warn, admonish
内涵;nèihán;connotation
交涉;jiāoshè;negotiate, discuss a matter with the opposing side
课题;kètí;task, problem, issue, question for discussion
留恋;liúliàn;be reluctant to leave
牲畜;shēngchù;livestock, domesticated animals
涮火锅;shuànhuǒguō;to instant-boil (mutton, beef, vegetables, etc.)
沉闷;chénmèn;oppressive (of weather), heavy, depressed, withdrawn
歪曲;wāiqū;to distort, to misrepresent, to twist, crooked, askew, aslant
慢性;mànxìng;chronic (disease), slow in taking effect
保养;bǎoyǎng;take good care of (or conserve) one's health, keep in good repair
调解;tiáojiě;mediation, bring together to an agreement
衰退;shuāituì;decline, fail, drop, falter
立体;lìtǐ;solid, three dimensional
物资;wùzī;goods and materials, commodity
沉思;chénsī;ponder, contemplate, meditation
档次;dàngcì;grade, quality, class, level
巴不得;bābùdé;eagerly look forward to, earnestly wish, be only too anxious to
半途而废;bàn tú ér fèi;give up halfway, leave sth. unfinished
酝酿;yùnniàng;mull over (an issue), hold a preliminary round of exploratory discussions
航天;hángtiān;space flight
舆论;yúlùn;public opinion
水龙头;shuǐlóngtóu;faucet, tap
株;zhū;stem, root, trunk, (mw for plants)
对应;duìyìng;corresponding, counterpart
变质;biàn zhì;go bad, deteriorate, metamorphism
剥削;bōxuē;to exploit
争端;zhēngduān;dispute, controversy, conflict
主流;zhǔliú;main stream (of a river), the essential point
跟前;gēnqián;in front of
诬陷;wūxiàn;entrap, to frame, plant false evidence against sb.
编织;biānzhī;to weave, to knit, to plait, to braid, to crochet
桨;jiǎng;oar, paddle
无理取闹;wúlǐqǔnào;to make trouble without reason (idiom), wilfully make trouble, to be deliberately provocative, deliberately awkward, pointless provocation
愣;lèng;dumbfounded, stupefied, distracted, (spoken) blunt, rash
咀嚼;jǔjué;to chew
阻拦;zǔlán;to stop, obstruct, block off
趣味;qùwèi;fun, interest, delight, taste
考古;kǎogǔ;archaeology
敷衍;fūyǎn;to elaborate (on a theme), to expound (the classics), to do sth. half-heartedly or just for show, barely enough to get by, perfunctory, apathetic, to skimp, to botch
捆绑;kǔnbǎng;tie up, bundled
报销;bàoxiāo;submit an expense account, apply for reimbursement, write off
截止;jiézhǐ;end, close, stop, expiration
弥漫;mímàn;fill the air, permeate, to suffuse
广阔;guǎngkuò;wide, vast
容貌;róngmào;facial features, looks, appearance
容纳;róngnà;contain, accommodate, tolerate (different options)
天然气;tiānránqì;natural gas
租赁;zūlìn;rent, lease
破例;pòlì;make an exception
生机;shēngjī;reprieve from death, life force, vitality
名副其实;míng fù qí shí;not just in name only, but also in reality
传授;chuánshòu;impart, pass on, teach
闲话;xiánhuà;gossip, digression
连同;liántóng;together with, along with
正宗;zhèngzōng;authentic, orthodox, old school
拘束;jūshù;restrict, constrained, ill at ease, reticent
局限;júxiàn;to limit, confine, restrict or confine sth.
就业;jiùyè;employment, getting a job
宗旨;zōngzhǐ;purpose, objective, aim, goal
响应;xiǎngyìng;respond to, answer
和睦;hémù;peaceful relations, harmonious
候选;hòuxuǎn;candidate
上游;shàngyóu;upper reaches (of a river), advanced position
窍门;qiàomén;special tricks
晴朗;qínglǎng;sunny and cloudless
抱负;bàofù;aspiration, ambition
开朗;kāilǎng;outgoing and cheerful, optimistic, carefree, spacious and well-lit
干劲;gànjìn;enthusiasm, energy, drive
口腔;kǒuqiāng;space inside mouth (oral cavity)
凝固;nínggù;curdle, freeze, solidify, congeal
停顿;tíngdùn;pause, halt
专程;zhuānchéng;special-purpose trip
贪污;tānwū;(political, moral) corruption, embezzle
缠绕;chánrào;bind, wind, twirl, twist, intertwine
福气;fúqì;good fortune
溶解;róngjiě;dissolve, solution
更正;gēngzhèng;correct, correction
日益;rìyì;day by day, more and more, increasingly
传记;zhuànjì;biography
缓和;huǎnhé;alleviate, to moderate, to ease (tension)
秃;tū;bald, blunt
盈利;yínglì;profit, gain
对称;duìchèn;symmetry
叹气;tàn qì;to sigh
力所能及;lìsuǒnéngjí;within one's power, to the best of one's ability
从容;cóngróng;leisurely, calm
独裁;dúcái;dictatorship
沉着;chénzhuó;calm and collected, not nervous
暧昧;ài mèi;ambiguous, shady
惋惜;wǎnxī;feel sorry for a person, sympathize, to regret
开采;kāicǎi;extract ore or some other natural resource from a mine
优越;yōuyuè;superior, superiority
鲜明;xiānmíng;bright, clear-cut, distinct
条理;tiáolǐ;consecutive, arrangement, orderliness
文雅;wényǎ;elegant, refined
包庇;bāobì;to shield, to harbor, cover up
直径;zhíjìng;diameter
狭窄;xiázhǎi;narrow
滋润;zīrùn;quenched, moist
昔日;xīrì;formerly, in olden days
成效;chéngxiào;effect, result
性能;xìngnéng;function, performance
心甘情愿;xīngānqíngyuàn;totally willing, perfectly happy to
吝啬;lìnsè;stingy, mean, miserly
要素;yàosù;essential factor, key constituent
无忧无虑;wúyōuwúlǜ;carefree and without worries
拼搏;pīnbó;struggle, wrestle
庄重;zhuāngzhòng;grave, solemn, dignified
宏伟;hóngwěi;grand, imposing, magnificent, grand
孕育;yùnyù;be pregnant, to produce offspring, nurture (a development, school of thought, artwork, etc.)
奔波;bēnbō;rush about, be busy running about
向来;xiànglái;always, all along
勇于;yǒngyú;have the courage to, be brave enough
一帆风顺;yìfānfēngshùn;(saying) smooth sailing
陈旧;chénjiù;old fashioned, outmoded, obsolete
茫茫;mángmáng;boundless, vast and obscure
绣;xiù;embroider, embroidery
细致;xìzhì;delicate, meticulous
田野;tiányě;field, open country
摧残;cuīcán;to ruin, devastate, vandalize
事项;shìxiàng;matter, item
运算;yùnsuàn;(mathematical) operation
牢骚;láosāo;grumble, complaint
攀登;pāndēng;to climb, clamber, to pull oneself up
岳母;yuèmǔ;wife's mother, mother-in-law
动员;dòngyuán;mobilize
凝聚;níngjù;agglomeration, agglomerate, cohesion, coherence
节制;jiézhì;to be restrained or moderate
流通;liútōng;circulate, currency
次序;cìxù;sequence, order
批判;pīpàn;criticize, critique
急躁;jízào;irritable, impetuous, impatient
思索;sīsuǒ;think deeply, ponder
尖端;jiānduān;highest peak, the tip, sharp pointed end, most advanced and sophisticated
夕阳;xīyáng;setting sun
复兴;fùxīng;revive, restore
体积;tǐjī;volume, bulk
谦逊;qiānxùn;humble, modest, humility
缺口;quēkǒu;gap, breach, shortfall
现成;xiànchéng;ready-made, off-the-shelf
率领;shuàilǐng;lead, command, head
无非;wúfēi;nothing but, only
才干;cáigàn;ability, competence
愚昧;yúmèi;ignorant, benighted, backwards
展望;zhǎnwàng;outlook, prospect, to look ahead, look forward to
屏障;píngzhàng;wall, barrier, protective screen
嫂子;sǎozi;(informal) elder brother's wife, sister-in-law
发炎;fāyán;become inflamed from infection or injury
乐谱;yuèpǔ;sheet music
迟疑;chíyí;hesitate
迁徙;qiānxǐ;migrate, move, change one's residence
茫然;mángrán;unseeing, ignorant, have no knowledge of sth.
滔滔不绝;tāotāo bù jué;(saying) talking non-stop, gushing, torrential
曲折;qūzhé;winding, zigzag, complicated
惊动;jīngdòng;alarm, alert, startle, disturb
压缩;yāsuō;to compress
觉醒;juéxǐng;awaken, arousal, realize
索取;suǒqǔ;demand, ask for, to exact
示意;shìyì;to signal, to hint, to gesture, to motion, to indicate (an idea to sb)
深沉;shēnchén;deep, extreme, low pitched (sound), grave, reserved (of a person)
巩固;gǒnggù;consolidate, solidify
阐述;chǎnshù;expound (a position), elaborate (on a topic)
适宜;shìyí;suitable for, appropriate for
过问;guòwèn;take an interest in, get involved with
败坏;bàihuài;ruin, corrupt, undermine
请帖;qǐngtiě;invitation card, written invitation
耗费;hàofèi;waste, spend, consume
泛滥;fànlàn;to be in flood, to overflow (the banks), to inundate, to spread unchecked
方言;fāngyán;dialect
培育;péiyù;to train, nurture, to breed
停滞;tíngzhì;stagnation, be at a standstill, bogged down
严禁;yánjìn;strictly prohibit, forbid
转折;zhuǎnzhé;turning point, shift in the trend of events, plot twist in a book
表彰;biǎozhāng;cite (in dispatches), commend
若干;ruògān;a certain number or amount, how many, how much
牵制;qiānzhì;control, curb, restrict, impede
焦急;jiāojí;anxiety, worried
炎热;yánrè;blistering hot, sizzling hot (weather)
权衡;quánhéng;trade-off, weigh pros and cons
插座;chāzuò;power socket
打量;dǎliang;take measure of, size up
应酬;yìngchou;socialize with, a social engagement
奥秘;àomì;mystery, enigma, profound, deep
响亮;xiǎngliàng;loud and clear, resounding
划分;huàfēn;divide up, differentiate
附属;fùshǔ;subsidiary, auxiliary, affiliate, attached
自卑;zìbēi;feel inferior, be self-abased
背诵;bèisòng;recite
盛开;shèngkāi;to bloom, be in full flower
汹涌;xiōngyǒng;(used in reference to an ocean, river, lake etc.) violently surge up, turbulent
毅力;yìlì;willpower, perseverance, will, stamina, tenacity
敬业;jìngyè;work ethic
拔苗助长;bámiáozhùzhǎng;(literally) help shoots grow by pulling them out, spoil things by excessive enthusiasm
当务之急;dāngwùzhījí;the most pressing matter of the moment, a top priority task, urgent matter
对立;duìlì;oppose, to counter
增添;zēngtiān;add to, increase
隔阂;géhé;estrangement, misunderstanding
譬如;pìrú;for example, for instance, such as
腹泻;fùxiè;diarrhea
指标;zhǐbiāo;target, norm, index, indicator
庸俗;yōngsú;filthy, vulgar, debased
妥善;tuǒshàn;appropriate, proper, well-arranged
坚实;jiānshí;firm and substantial, solid
启事;qǐshì;announcement, public information (usually posted on a billboard)
后勤;hòuqín;logistics
面貌;miànmào;appearance, looks, features
雌雄;cíxióng;male and female, winners and losers
重叠;chóngdié;to overlap
相差;xiāngchà;differ, difference
深奥;shēn'ào;profound, deep
周密;zhōumì;meticulous, careful, thorough
凶恶;xiōng'è;fierce, ferocious, menacing
铸造;zhùzào;cast (pour metal into a mold)
枯萎;kūwěi;wither, withered
投掷;tóuzhì;throw something a long distance, hurl
急剧;jíjù;rapid, sudden
出息;chūxi;future prospects, aspiration, promise
优异;yōuyì;exceptional, excellent, outstandingly good
专题;zhuāntí;special topic, questions, special matter or subject
鼓动;gǔdòng;agitate, instigate
雪上加霜;xuěshàngjiāshuāng;(literally) add frost to snow, one disaster after another, insult added to injury
转让;zhuǎnràng;transfer (technology, good, etc.), make over
范畴;fànchóu;category
致辞;zhìcí;make/deliver a speech
田径;tiánjìng;track and field
摸索;mōsuǒ;feel about, grope around, fumble
排放;páifàng;to discharge, emit
固体;gùtǐ;solid
伯母;bómǔ;aunt, wife of father's older brother
饲养;sìyǎng;to raise, to rear (domestic animal)
迁就;qiānjiù;humor, yield, adapt to, accommodate (something)
轮船;lúnchuán;steamship
解体;jiětǐ;disintegrate
舟;zhōu;boat (Kangxi radical 137)
腥;xīng;fishy (smell)
改良;gǎiliáng;improve, to reform
布局;bùjú;arrangement, composition, layout
博览会;bólǎnhuì;(international) exhibition
勤劳;qínláo;hardworking, diligent, industrious
利害;lìhai;serious, formidable, devastating, (-hài: advantages and disadvantages)
作废;zuòfèi;cancellation, delete, to nullify, to expire and thus lose validity
阵容;zhènróng;line-up (sports), troop arrangement
规格;guīgé;standard, norm, specification
统筹兼顾;tǒngchóujiāngù;take every aspects into consideration through plan and preparation
简陋;jiǎnlòu;simple and crude (i.e. room or building)
简化;jiǎnhuà;simplify, simplification
果断;guǒduàn;firm, decisive
提炼;tíliàn;extract and purify (ore, minerals, etc.), refine
唯独;wéidú;only, just (i.e. it is only that ...), alone
反思;fǎnsī;think back over something that happened, to reflect, introspection
不像话;búxiànghuà;unreasonable, absurd, outrageous
附件;fùjiàn;attachment, enclosure
里程碑;lǐchéngbēi;milestone
荒凉;huāngliáng;desolate
致使;zhìshǐ;cause, result in
筐;kuāng;basket
空想;kōngxiǎng;daydream, fantasy
狼狈;lángbèi;in a difficult position or situation, in a tight corner, scoundrel! (derogatory)
清澈;qīngchè;clear, limpid
格式;géshì;form, specification, format
方针;fāngzhēn;policy, guidelines
投机;tóujī;speculate (on financial markets), congenial, opportunistic
干旱;gānhàn;drought, dry
地质;dìzhì;geology
团圆;tuányuán;have a reunion, reunite as a family
嘈杂;cáozá;noisy, raucous
号召;hàozhào;call upon, summon, to appeal
发呆;fādāi;stare blankly, daze off
分红;fēn hóng;a bonus, to award a bonus, to draw or recieve dividends, to share profits
凄凉;qīliáng;desolate, feel like no one likes you
颁布;bānbù;promulgate, to issue, publish (e.g a decree)
爽快;shuǎngkuài;refreshed, rejuvenated | frank
无精打采;wújīngdǎcǎi;listless, be dispirited, in low spirits
参照;cānzhào;consult a reference, refer to (another document)
化石;huàshí;fossil
切实;qièshí;realistic, feasible, conscientiously
丰收;fēngshōu;bumper crop, have a good harvest
配套;pèi tào;form a complete set
逝世;shìshì;pass away, to die
迸发;bèngfā;burst forth, burst out
董事长;dǒngshìzhǎng;chairman of the board
英明;yīngmíng;wise, brilliant
简要;jiǎnyào;concise, brief
秤;chèng;balance, scale, steelyard
整顿;zhěngdùn;Rectify, consolidate, reorganise , sort out
抹杀;mǒshā;write off, erase, remove from evidence
总和;zǒnghé;sum
开明;kāimíng;enlightened, open-minded
幅度;fúdù;width, margin, extent
威风;wēifēng;awe-inspiring authority, power and prestige, impressive force
压榨;yāzhà;to press, to squeeze, to extract juice, oil, etc. by squeezing
